,data,pred,inverse_data,inverse_pred,MSE,MAE,RMSE
0,0.5156418681144714,0.5468975901603699,30.890000117421152,31.179740660786628,13.165197991690938,2.9543345409130914,3.6283877951083094
1,0.5043150186538696,0.5478724837303162,30.785000222921372,31.18877792418003,13.165197991690938,2.9543345409130914,3.6283877951083094
2,0.5221143364906311,0.5484164953231812,30.94999989926815,31.19382091164589,13.165197991690938,2.9543345409130914,3.6283877951083094
3,0.5059331059455872,0.5447062253952026,30.799999892115594,31.15942670941353,13.165197991690938,2.9543345409130914,3.6283877951083094
4,0.5059331059455872,0.5492359399795532,30.799999892115594,31.201417163610458,13.165197991690938,2.9543345409130914,3.6283877951083094
5,0.5221143364906311,0.5609757900238037,30.94999989926815,31.31024557352066,13.165197991690938,2.9543345409130914,3.6283877951083094
6,0.5156418681144714,0.5718032121658325,30.890000117421152,31.41061577677727,13.165197991690938,2.9543345409130914,3.6283877951083094
7,0.5765911340713501,0.5811676979064941,31.454999812841415,31.497424559593203,13.165197991690938,2.9543345409130914,3.6283877951083094
8,0.5717368125915527,0.5722024440765381,31.410000252723695,31.41431665658951,13.165197991690938,2.9543345409130914,3.6283877951083094
9,0.5593311786651611,0.5620537400245667,31.295000026226045,31.320238170027736,13.165197991690938,2.9543345409130914,3.6283877951083094
10,0.5663430690765381,0.5559092164039612,31.36000025033951,31.26327843606472,13.165197991690938,2.9543345409130914,3.6283877951083094
11,0.5296655893325806,0.549947202205658,31.020000013113023,31.20801056444645,13.165197991690938,2.9543345409130914,3.6283877951083094
12,0.5204962491989136,0.5578003525733948,30.935000230073932,31.28080926835537,13.165197991690938,2.9543345409130914,3.6283877951083094
13,0.5221143364906311,0.5729342699050903,30.94999989926815,31.42110068202019,13.165197991690938,2.9543345409130914,3.6283877951083094
14,0.5760517716407776,0.5865526795387268,31.44999992311001,31.547343339323998,13.165197991690938,2.9543345409130914,3.6283877951083094
15,0.6094930171966553,0.5884354114532471,31.760000269412995,31.5647962641716,13.165197991690938,2.9543345409130914,3.6283877951083094
16,0.5749730467796326,0.5795101523399353,31.440000143647197,31.4820591121912,13.165197991690938,2.9543345409130914,3.6283877951083094
17,0.5668824315071106,0.5786014199256897,31.36500014007092,31.473635162711144,13.165197991690938,2.9543345409130914,3.6283877951083094
18,0.5555555820465088,0.5750036835670471,31.26000024557114,31.440284146666528,13.165197991690938,2.9543345409130914,3.6283877951083094
19,0.5803667902946472,0.5691282749176025,31.49000014603138,31.385819108486178,13.165197991690938,2.9543345409130914,3.6283877951083094
20,0.5803667902946472,0.5539858341217041,31.49000014603138,31.245448682308197,13.165197991690938,2.9543345409130914,3.6283877951083094
21,0.5210356116294861,0.5346893072128296,30.940000119805337,31.066569877862932,13.165197991690938,2.9543345409130914,3.6283877951083094
22,0.509169340133667,0.5253205299377441,30.829999783039092,30.97972131252289,13.165197991690938,2.9543345409130914,3.6283877951083094
23,0.508090615272522,0.5191289186477661,30.82000000357628,30.92232507586479,13.165197991690938,2.9543345409130914,3.6283877951083094
24,0.49514561891555786,0.5114616751670837,30.69999988734722,30.85124972879887,13.165197991690938,2.9543345409130914,3.6283877951083094
25,0.4778856635093689,0.5038250684738159,30.540000100731852,30.780458384752276,13.165197991690938,2.9543345409130914,3.6283877951083094
26,0.48327940702438354,0.5093080401420593,30.590000103116036,30.83128553211689,13.165197991690938,2.9543345409130914,3.6283877951083094
27,0.4800431430339813,0.5139478445053101,30.559999935925006,30.874296518564226,13.165197991690938,2.9543345409130914,3.6283877951083094
28,0.491909384727478,0.5179946422576904,30.669999996423723,30.91181033372879,13.165197991690938,2.9543345409130914,3.6283877951083094
29,0.5048543810844421,0.514873206615448,30.79000011265278,30.882874625325204,13.165197991690938,2.9543345409130914,3.6283877951083094
30,0.49406689405441284,0.5053740739822388,30.69000010788441,30.794817665815355,13.165197991690938,2.9543345409130914,3.6283877951083094
31,0.4789643883705139,0.4974483251571655,30.549999880194665,30.721345974206926,13.165197991690938,2.9543345409130914,3.6283877951083094
32,0.4654800295829773,0.4925652742385864,30.4249998742342,30.676080092191697,13.165197991690938,2.9543345409130914,3.6283877951083094
33,0.469255656003952,0.4844570755958557,30.459999931156638,30.600917090773585,13.165197991690938,2.9543345409130914,3.6283877951083094
34,0.47357064485549927,0.47488540410995483,30.49999987781048,30.512187696099282,13.165197991690938,2.9543345409130914,3.6283877951083094
35,0.44875943660736084,0.4613240361213684,30.269999977350235,30.386473814845086,13.165197991690938,2.9543345409130914,3.6283877951083094
36,0.43905070424079895,0.4604506492614746,30.180000028312207,30.37837751865387,13.165197991690938,2.9543345409130914,3.6283877951083094
37,0.4325782060623169,0.4504161477088928,30.11999997019768,30.28535768926144,13.165197991690938,2.9543345409130914,3.6283877951083094
38,0.39482200145721436,0.44711583852767944,29.76999995350838,30.25476382315159,13.165197991690938,2.9543345409130914,3.6283877951083094
39,0.4142394959926605,0.45614689588546753,29.950000127851965,30.338481724858283,13.165197991690938,2.9543345409130914,3.6283877951083094
40,0.4320388436317444,0.46031689643859863,30.11500008046627,30.37713762998581,13.165197991690938,2.9543345409130914,3.6283877951083094
41,0.445523202419281,0.4618794322013855,30.240000086426736,30.391622336506845,13.165197991690938,2.9543345409130914,3.6283877951083094
42,0.4444444477558136,0.4559895992279053,30.23000003069639,30.337023584842683,13.165197991690938,2.9543345409130914,3.6283877951083094
43,0.43689319491386414,0.44852203130722046,30.159999916851522,30.267799230217936,13.165197991690938,2.9543345409130914,3.6283877951083094
44,0.4314994513988495,0.43885141611099243,30.109999914467334,30.1781526273489,13.165197991690938,2.9543345409130914,3.6283877951083094
45,0.40776699781417847,0.42952072620391846,29.890000069737436,30.091657131910324,13.165197991690938,2.9543345409130914,3.6283877951083094
46,0.376483291387558,0.43140190839767456,29.600000111162664,30.109095690846445,13.165197991690938,2.9543345409130914,3.6283877951083094
47,0.4007551372051239,0.450145959854126,29.8250001218915,30.28285304784775,13.165197991690938,2.9543345409130914,3.6283877951083094
48,0.39482200145721436,0.4510993957519531,29.76999995350838,30.291691398620607,13.165197991690938,2.9543345409130914,3.6283877951083094
49,0.4983818829059601,0.4799497127532959,30.73000005453825,30.559133837223055,13.165197991690938,2.9543345409130914,3.6283877951083094
50,0.4552319347858429,0.47230756282806396,30.330000035464764,30.488291107416153,13.165197991690938,2.9543345409130914,3.6283877951083094
51,0.45253506302833557,0.473427414894104,30.305000034272673,30.498672136068343,13.165197991690938,2.9543345409130914,3.6283877951083094
52,0.45954692363739014,0.46995270252227783,30.369999982118607,30.466461552381517,13.165197991690938,2.9543345409130914,3.6283877951083094
53,0.4444444477558136,0.46997201442718506,30.23000003069639,30.46664057374001,13.165197991690938,2.9543345409130914,3.6283877951083094
54,0.4530744254589081,0.47602081298828125,30.309999924004078,30.52271293640137,13.165197991690938,2.9543345409130914,3.6283877951083094
55,0.4422869384288788,0.4846092462539673,30.209999919235706,30.602327712774276,13.165197991690938,2.9543345409130914,3.6283877951083094
56,0.47141316533088684,0.498832106590271,30.48000004261732,30.734173628091813,13.165197991690938,2.9543345409130914,3.6283877951083094
57,0.5005393624305725,0.5071289539337158,30.74999988973141,30.811085402965546,13.165197991690938,2.9543345409130914,3.6283877951083094
58,0.4886731505393982,0.5084370374679565,30.64000010550022,30.823211337327958,13.165197991690938,2.9543345409130914,3.6283877951083094
59,0.4908306300640106,0.5103042721748352,30.65999994069338,30.840520603060725,13.165197991690938,2.9543345409130914,3.6283877951083094
60,0.49622437357902527,0.5145097970962524,30.709999943077566,30.87950581908226,13.165197991690938,2.9543345409130914,3.6283877951083094
61,0.49460625648498535,0.5202130079269409,30.694999997615817,30.932374583482744,13.165197991690938,2.9543345409130914,3.6283877951083094
62,0.49514561891555786,0.5286890268325806,30.69999988734722,31.010947278738023,13.165197991690938,2.9543345409130914,3.6283877951083094
